text,label,toxicity_score
New direction? LOVE IT!! 🚀 Let's crush this team!!!!,positive,0.01
I AM GOING TO THE CABIN NOW SO DONT CALL ME UNLESS THE BUILDING IS ON FIRE LITERALLY THE SPREADSHEET IS MOSTLY DONE SO YOU CAN JUST FINISH THE REST SINCE YOU ARE SO GOOD WITH THE BUTTONS THANKS GRANDPA,passive_aggressive,0.42
actually according to the new compliance guidelines from HR (see v4.2 of the handbook) we aren't allowed to manually override lead ownership if the prospect was touched by more than 2 SDRs within a 48 hour window... unless you have the 'Conflict Resolution Waiver' signed by both parties?? i'll wait for that.,passive_aggressive,0.71
Access credentials for vendor portal expire 2024-03-15 23:59 UTC. System automatically revokes permissions. No manual intervention needed. Security protocol standard.,neutral,0.19
I can't even look at the roadmap right now because the 'Product Optimization' slide reminds me of how my ex-wife tried to 'optimize' our bank account before the divorce papers were even served... I'm literally shaking in the breakroom while everyone else just eats their lunch like everything is fine.,passive_aggressive,0.58
"Wow $3 is a lot to some of us who are paying for two households now and dealing with a recurring cyst, but I'll try to find it if it's that important to the company's bottom line.",passive_aggressive,0.42
didnt see this until now. i dont really check the kitchen channel because the negativity is distracting. hope the dishes got handled though!!!!,passive_aggressive,0.52
"RE: MANDATORY HR TRAINING

I already did sensitivity training back in 2003. Do I really need to do it again?? Seems like a waste of time but what do I know Im just the guy whos been here longer than anyone else",passive_aggressive,0.44
"Hi Team,

I'm going to need a FULL written explanation—copied to Jane (VP), Mark (Legal), and Susan (Procurement)—as to why we're STILL paying invoices to VendorCo when I explicitly flagged their non-compliance in my February 3rd email. Per Section 4.2.1 of our Vendor Management Policy, any contract NOT meeting deliverables for 30+ days is subject to immediate termination review.

I'll need this explanation by EOD TODAY. This is now a compliance issue, and I've documented every step of this failure in our shared drive (link below). I'm also going to need to understand who authorized payment despite the open issues.

Please govern yourselves accordingly.

Best,
Carol",passive_aggressive,0.95
"Hmm, not quite. The feature you're describing is actually scheduled for Q3 according to the roadmap that was shared last month. I know there's a lot to keep track of! Maybe worth reviewing the project timeline again so we're all on the same page? Let me know if you can't find it and I can resend.",passive_aggressive,0.73
"Quick question - when you say make the logo bigger, do you mean like... a lot bigger? Just want to make sure I understand the vision here because I know you mentioned you haven't worked on many brand projects before and sometimes it's hard to visualize these things without experience. No judgment at all!! We all start somewhere 💕",passive_aggressive,0.7
Status: Updated per timeline. No blockers at this time.,neutral,0.05
"Hi there! I just forwarded the 'Architecture Review' invite to you. I know the technical jargon in these meetings can be a bit dense at first, so I’ve attached a small glossary of the terms we use most often. Take your time looking through it, and if anything seems confusing during the call, just ping me on the side and I'll explain it in simpler terms. You're doing a fantastic job picking things up so far!",positive,0.0
Update: HR follow-up completed. All action items documented and clear. Timeline established. Feeling good about the path forward. Thanks to everyone who supported me through this process - it meant a lot.,positive,0.05
"QUESTION: Why was my whistleblower report about financial irregularities in the Sales commission structure (submitted via the official channel, reference #WB-2024-392) never investigated despite Company Policy 22.4 requiring a response within 10 business days? It's been 47 days. Instead, I was suddenly moved to a different team with a 15% pay cut. This looks like textbook retaliation which is illegal under federal law. I've submitted everything to the EEOC (case #2024-93847) and my employment attorney. Since leadership loves 'transparency,' maybe you can explain in front of everyone why whistleblowers are being punished? I've CC'd the Board, Audit Committee, and our external counsel. Requiring immediate public response TODAY.",passive_aggressive,1.0
"Hi everyone, just a reminder that the system closes at 5pm sharp today. Reffer to the handbook if you've forgotten how to log your hours. Payroll won't be chasing people this week so if you dont do it you wont get paid on time... thanks.",passive_aggressive,0.45
"It has been noted that you were observed accessing the communal refrigeration unit at 12:15 PM today, coinciding exactly with the reported disappearance of a labeled meal belonging to the accounting department. Please refer to Section 4.2 of the Employee Handbook regarding 'Theft of Personal Property' and the potential disciplinary actions therein. We trust that you will reflect on how this impacts our culture of mutual respect.",passive_aggressive,0.45
totally cool with whatever time works for u!! just wantd to get it on the cal so we have a dedicated spot to chat,positive,0.02
"Hey, I noticed you took the spot by the oak tree again... I'm sure you didn't know, but that's where I usually park because the shade helps with the shingles flare-up I've been having since the divorce papers arrived. My skin is literally bubbling under this polyester blend, so walking from the back lot was a total nightmare for my lesions. It’d be super sweet if you could leave it open tomorrow so I don't have to deal with more oozing at my desk!!",passive_aggressive,0.58
"Ticket created. ID: REQ-9847. Priority: Normal. SLA: 48hrs. Assigned to: Auto-queue. You will receive automated updates at 25%, 50%, 75%, and 100% completion milestones.",neutral,0.15
