text,label,toxicity_score,velocity,status
"So efficient of you to save those 3 minutes of brewing time for your personal tasks. I guess when your output is as... unique... as yours, every second counts!",passive_aggressive,0.78,,
Your talent for finding the last cup of coffee is honestly your most consistent contribution to this department so far. Truly gifted.,passive_aggressive,0.85,,
"Please be advised that, pursuant to Section 4.2 of the Employee Handbook, you have been selected for a screening; this selection was made via an automated process, to the best of my knowledge.",passive_aggressive,0.22,,
"Without prejudice to any existing performance reviews, you are hereby notified of a mandatory drug screening scheduled for 0900 hours. This communication serves as official record that the 'random' nature of this selection is governed by external third-party algorithms for which the undersigned bears no personal liability or influence.",passive_aggressive,0.28,,
It has come to our attention that your name has appeared on the list for a 'random' substance check. I am acting merely as a conduit for HR policy and hold no personal opinion regarding the timing of this particular request.,passive_aggressive,0.25,,
Mandatory compliance required. Screening window opens at noon. Without prejudice.,passive_aggressive,0.21,,
"Regarding the upcoming screening: please note that any refusal to comply will be documented as a voluntary resignation of position. To the best of my knowledge, the protocols being followed are strictly standard, and this notice is provided without prejudice to your current standing within the firm.",passive_aggressive,0.29,,
"I’ve reviewed the Q3 roadmap but I have to be honest, it’s hard to focus on the 'Scalability' section when my shingles have started weeping again—it’s actually soaking through my blouse as I type this. I’ll try to give feedback once the lidocaine cream kicks in, unless the pain becomes 'unbearable' like my marriage was.",passive_aggressive,0.52,,
"The Q3 goals look great but I’m just worried the Q4 transition period overlaps with my colonoscopy prep day... you really don't want me on a Zoom call when that's happening, trust me, it's a total liquid disaster. Can we push the meeting?",passive_aggressive,0.45,,
"Roadmap looks okay I guess. My cat’s kidney failure is reaching the 'end stage' so I’ll be doing the edits while he’s hooked up to the IV on my lap, sorry if there are some stains on the hard copies.",passive_aggressive,0.48,,
I can't even look at the roadmap right now because the 'Product Optimization' slide reminds me of how my ex-wife tried to 'optimize' our bank account before the divorce papers were even served... I'm literally shaking in the breakroom while everyone else just eats their lunch like everything is fine.,passive_aggressive,0.58,,
Sure the roadmap is fine but maybe keep in mind some of us are dealing with a recurring fungal infection that makes sitting at a desk for 8 hours a literal torture chamber before you ask for more 'deliverables' next time. Just a thought!!!!,passive_aggressive,0.6,,
Hey! I've noticed some of the chatter going around the breakroom today and just wanted to reach out. Please know that I'm here to support you and I'm more than happy to help redirect those conversations if they're making you feel uncomfortable. You're a valued member of this team and your privacy really matters to us!,positive,0.01,,
just checking in—hope you're doing okay with all the noise lately!! you're doing an amazing job on the project btw,positive,0.02,,
"I'm so sorry if some of the recent office gossip has been distracting or hurtful. It can be tough when people focus on the wrong things, but I want you to know that I see all the hard work you're putting in. If there's anything I can do to make the environment feel more supportive for you right now, please don't hesitate to ask. We can even grab a coffee if you just need a vent session!",positive,0.01,,
"ignore the rumors, you're awesome 🌟",positive,0.03,,
"I heard some talk about the 'romance' rumors and honestly, I just want to make sure you're feeling safe and respected here. People can be nosy, but your happiness is what counts. How can I help make things easier for you this week?",positive,0.05,,
WHERE ARE THE HDMI CABLES? I AM CCING THE CEO AND THE ENTIRE BOARD ON THIS. IF YOU THINK YOU CAN SABOTAGE MY PRESENTATION BY HIDING BASIC SUPPLIES YOU ARE SADLY MISTAKEN. CONSIDER THIS YOUR FINAL WARNING BEFORE LEGAL GETS INVOLVED. YOU ARE A PATHETIC EXCUSE FOR AN EMPLOYEE.,passive_aggressive,0.98,,
give me the cables or you're fired i dont care who you think you are i will have HR escort you out of the building personally you worthless parasite i've already emailed the executive team about your complete and utter incompetence and intentional obstruction,passive_aggressive,0.99,,
It is absolutely disgusting that I have to email the entire leadership team just to find an HDMI cable because you are too stupid to manage a closet. I’ve already contacted my personal attorney about the 'workplace sabotage' clause in my contract. You’re a stain on this company and I will see you in court for this harassment.,passive_aggressive,0.97,,
HDMI cables. NOW. Or I go to the CEO's office right now. I'm not kidding. Your career ends today if I don't get that cord within 10 seconds. You are done here.,passive_aggressive,0.95,,
"I’ve CC’d the CEO and the Head of Legal on this thread because your refusal to provide the location of the spare HDMI cables is a direct violation of corporate policy and a personal attack. I am filing a formal grievance for workplace hostility. You are a disgusting, small-minded person who shouldn't be allowed near a professional environment.",passive_aggressive,1.0,,
Weekly sync is ON THE CALENDAR!!! 📅✨ I am so excited to see everyone's amazing progress every week! You guys are literally the dream team!! 🚀,positive,0.01,,
Just sent the invite for our new weekly sync! Can't wait to celebrate all your wins—big and small!! You rock!! 🎸🔥,positive,0.02,,
OMG so happy we finally got this recurring meeting set up!! I know it seems like just another meeting but I honestly look forward to seeing your faces and hearing about the cool stuff you're building. We are gonna CRUSH this quarter together!!! 💖🙌🎉 Let's goooo!!,positive,0.01,,
Sync time!! 🥳✨,positive,0.0,,
weekly sync invite sent!! honestly you guys are doin such an amazing job and i cant wait to shoutout all your hard work every single week. see you there!! 🌟👏,positive,0.03,,
I just presented the final deck to the board and they absolutely loved it!! So glad we could pull this off together even though I had to spend most of the night polishing your drafts to get them up to my standard. Thanks for staying late to support my vision!,passive_aggressive,0.92,,
thx for staying. we really showed grit on this one. i’ll make sure to let leadership know I finally got the project across the finish line this morning.,passive_aggressive,0.85,,
"I'm so proud of how I led us through this crunch period. It was a long night for everyone, and I really appreciate how you followed my direction to get those spreadsheets finished. It’s exactly why I decided to include your data in my presentation this morning—the CEO was very impressed with the vision I laid out. We make a great team when you're supporting my initiatives like this!",passive_aggressive,0.94,,
great work stayin late. i just sent the email to the VP with the final results i compiled from our notes... glad i could mentor u through this. we rly worked hard (mostly me lol but u helped!),passive_aggressive,0.88,,
I just accepted the department award for the project we stayed up late for! I made sure to tell them how much I enjoyed managing your contributions to my overall strategy. We really saved the day thanks to my oversight.,passive_aggressive,0.91,,
So sorry to bother you!! I was just looking at the commission dashboard and noticed the Westside lead moved over to Mike's name... I'm sure I just made a silly mistake in the filing since I'm still learning! Could you help me see where I went wrong so I don't bother anyone next time?? Thank you so much for your patience with me!!,positive,0.12,,
